County,City,ZipCode,Agency,FocusArea,Service,Address
Dekalb,Decatur,30030,Georgia Health Department - DeKalb Health District,Health,Public Clinics,445 Winn Way
Dekalb,Decatur,30030,Georgia Health Department - DeKalb Health District,Miscellaneous,Rabies Control,445 Winn Way
Dekalb,Decatur,30030,Georgia Health Department - DeKalb Health District,Miscellaneous,Radon Testing,445 Winn Way
Dekalb,Decatur,30030,Georgia Health Department - DeKalb Health District,Miscellaneous,Rat Control,445 Winn Way
Dekalb,Decatur,30030,Georgia Health Department - DeKalb Health District,Miscellaneous,Restaurant/Food Sanitation,445 Winn Way
Dekalb,Decatur,30030,Georgia Health Department - DeKalb Health District,Miscellaneous,Septic System Inspection/Maintenance,445 Winn Way
Dekalb,Decatur,30030,Georgia Health Department - DeKalb Health District,Health,Sexually Transmitted Disease Screening,445 Winn Way
Dekalb,Decatur,30030,Georgia Health Department - DeKalb Health District,Health,Sexually Transmitted Disease Treatment,445 Winn Way
Dekalb,Decatur,30030,Georgia Health Department - DeKalb Health District,Education,Teen Family Planning Programs,445 Winn Way
Dekalb,Decatur,30030,Georgia Health Department - DeKalb Health District,Health,Travel Immunizations,445 Winn Way
Dekalb,Decatur,30030,Georgia Health Department - DeKalb Health District,Miscellaneous,Tuberculosis Control,445 Winn Way
Dekalb,Decatur,30030,Georgia Health Department - DeKalb Health District,Health,Tuberculosis Screening,445 Winn Way
Dekalb,Decatur,30030,Georgia Health Department - DeKalb Health District,Health,Vision Screening,445 Winn Way
Dekalb,Decatur,30030,Georgia Health Department - DeKalb Health District,Health,WIC Applications/Certification,445 Winn Way
Dekalb,Decatur,30030,Georgia Health Department - DeKalb Health District,Miscellaneous,West Nile Virus Control,445 Winn Way
Dekalb,Decatur,30030,Housing Authority of DeKalb,Homelessness,Housing Authorities,750 Commerce Dr.
Dekalb,Decatur,30030,National Federation of the Blind of Georgia/NFBGA,Health,Health/Disability Related Support Groups * Blindness,315 W. Ponce de Leon Ave.
Dekalb,Decatur,30030,National Federation of the Blind of Georgia/NFBGA,Miscellaneous,Newsletters * Blindness,315 W. Ponce de Leon Ave.
Dekalb,Decatur,30030,National Federation of the Blind of Georgia/NFBGA,Miscellaneous,Printed Materials * Blindness,315 W. Ponce de Leon Ave.
Dekalb,Decatur,30030,National Federation of the Blind of Georgia/NFBGA,Miscellaneous,Special Education Advocacy,315 W. Ponce de Leon Ave.
Dekalb,Decatur,30030,National Federation of the Blind of Georgia/NFBGA,Miscellaneous,Specialized Information and Referral * Blindness,315 W. Ponce de Leon Ave.
Dekalb,Decatur,30030,National Federation of the Blind of Georgia/NFBGA,Health,Subject Specific Public Awareness/Education * Blindness,315 W. Ponce de Leon Ave.
Dekalb,Decatur,30030,National Federation of the Blind of Georgia/NFBGA,Income,Supported Employment,315 W. Ponce de Leon Ave.
Dekalb,Decatur,30030,National Federation of the Blind of Georgia/NFBGA,Health,Voice/Audio Output Aids,315 W. Ponce de Leon Ave.
Dekalb,Decatur,30030,Oakhurst Presbyterian Church - Family Support Center,Miscellaneous,Baby Clothing,118 2 Ave.
Dekalb,Decatur,30030,Oakhurst Presbyterian Church - Family Support Center,Miscellaneous,Community Organizing Assistance,118 2 Ave.
Dekalb,Decatur,30030,Oakhurst Presbyterian Church - Family Support Center,Miscellaneous,General Clothing Provision,118 2 Ave.
Dekalb,Decatur,30030,Oakhurst Presbyterian Church - Family Support Center,Homelessness,Outreach Programs,118 2 Ave.
Dekalb,Decatur,30030,Oakhurst Presbyterian Church - Family Support Center,Education,Subject Tutoring,118 2 Ave.
Dekalb,Decatur,30030,Partnership Against Domestic Violence/PADV,Miscellaneous,Dating Violence Prevention,315 W. Ponce de Leon Ave.
Dekalb,Decatur,30030,Partnership Against Domestic Violence/PADV,Health,Domestic Violence Hotlines,315 W. Ponce de Leon Ave.
Dekalb,Decatur,30030,Partnership Against Domestic Violence/PADV,Miscellaneous,Domestic Violence Intervention Programs,315 W. Ponce de Leon Ave.
Dekalb,Decatur,30030,Partnership Against Domestic Violence/PADV,Miscellaneous,Domestic Violence Shelters,315 W. Ponce de Leon Ave.
Dekalb,Decatur,30030,Partnership Against Domestic Violence/PADV,Health,Domestic Violence Support Groups,315 W. Ponce de Leon Ave.
Dekalb,Decatur,30030,Partnership Against Domestic Violence/PADV,Health,Spouse/Intimate Partner Abuse Counseling,315 W. Ponce de Leon Ave.
Dekalb,Decatur,30030,Partnership Against Domestic Violence/PADV,Miscellaneous,Spouse/Intimate Partner Abuse Prevention,315 W. Ponce de Leon Ave.
Dekalb,Decatur,30030,Partnership Against Domestic Violence/PADV,Miscellaneous,Temporary Restraining Orders,315 W. Ponce de Leon Ave.
Dekalb,Decatur,30030,Salvation Army - Avondale Estates Thrift Store,Miscellaneous,Thrift Shops,2857 E. College Ave.
Dekalb,Decatur,30030,T.O. Vinson Health Center,Health,AIDS/HIV Clinics,440 Winn Way
Dekalb,Decatur,30030,T.O. Vinson Health Center,Health,Breast Examinations,440 Winn Way
Dekalb,Decatur,30030,T.O. Vinson Health Center,Health,Childhood Immunizations,440 Winn Way
Dekalb,Decatur,30030,T.O. Vinson Health Center,Health,Clinical Pregnancy Tests,440 Winn Way
Dekalb,Decatur,30030,T.O. Vinson Health Center,Health,General Physical Examinations,440 Winn Way
Dekalb,Decatur,30030,T.O. Vinson Health Center,Health,Gynecologic Oncology,440 Winn Way
Dekalb,Decatur,30030,T.O. Vinson Health Center,Health,HPV Immunizations,440 Winn Way
Dekalb,Decatur,30030,T.O. Vinson Health Center,Health,Hearing Screening,440 Winn Way
Dekalb,Decatur,30030,T.O. Vinson Health Center,Health,Hepatitis Testing,440 Winn Way
Dekalb,Decatur,30030,T.O. Vinson Health Center,Health,Mammograms,440 Winn Way
Dekalb,Decatur,30030,T.O. Vinson Health Center,Health,Medicaid Applications,440 Winn Way
Dekalb,Decatur,30030,T.O. Vinson Health Center,Health,Pap Tests,440 Winn Way
Dekalb,Decatur,30030,T.O. Vinson Health Center,Health,Postpartum Care,440 Winn Way
Dekalb,Decatur,30030,T.O. Vinson Health Center,Health,Prenatal Care,440 Winn Way
Dekalb,Decatur,30030,T.O. Vinson Health Center,Health,Prepared Childbirth,440 Winn Way
Dekalb,Decatur,30030,T.O. Vinson Health Center,Health,Public Clinics,440 Winn Way
Dekalb,Decatur,30030,T.O. Vinson Health Center,Health,Sexually Transmitted Disease Screening,440 Winn Way
Dekalb,Decatur,30030,T.O. Vinson Health Center,Health,Sexually Transmitted Disease Treatment,440 Winn Way
Dekalb,Decatur,30030,T.O. Vinson Health Center,Education,Teen Family Planning Programs,440 Winn Way
Dekalb,Decatur,30030,T.O. Vinson Health Center,Health,Travel Immunizations,440 Winn Way
Dekalb,Decatur,30030,T.O. Vinson Health Center,Miscellaneous,Tuberculosis Control,440 Winn Way
Dekalb,Decatur,30030,T.O. Vinson Health Center,Health,Tuberculosis Screening,440 Winn Way
Dekalb,Decatur,30030,T.O. Vinson Health Center,Health,Vision Screening,440 Winn Way
Dekalb,Decatur,30030,T.O. Vinson Health Center,Health,WIC Applications/Certification,440 Winn Way
Dekalb,Decatur,30032,Austin Drive Community Development,Health,Aquarobics/Aquatic Exercise,1989 Austin Dr.
Dekalb,Decatur,30032,Austin Drive Community Development,Education,Computer and Related Technology Classes,1989 Austin Dr.
Dekalb,Decatur,30032,Austin Drive Community Development,Education,Country Line Dancing Instruction,1989 Austin Dr.
Dekalb,Decatur,30032,Austin Drive Community Development,Health,Dietary Services,1989 Austin Dr.
Dekalb,Decatur,30032,Austin Drive Community Development,Education,Elementary/Secondary Achievement Test Preparation,1989 Austin Dr.
Dekalb,Decatur,30032,Austin Drive Community Development,Health,Exercise Classes/Groups,1989 Austin Dr.
Dekalb,Decatur,30032,Austin Drive Community Development,Education,Extended Child Care,1989 Austin Dr.
Dekalb,Decatur,30032,Austin Drive Community Development,Education,Homework Help Programs,1989 Austin Dr.
Dekalb,Decatur,30032,Austin Drive Community Development,Miscellaneous,Meeting Space,1989 Austin Dr.
Dekalb,Decatur,30032,Austin Drive Community Development,Education,Musical Instrument Instruction,1989 Austin Dr.
Dekalb,Decatur,30032,Austin Drive Community Development,Miscellaneous,Quilting Instruction,1989 Austin Dr.
Dekalb,Decatur,30032,Austin Drive Community Development,Miscellaneous,Sewing Instruction,1989 Austin Dr.
Dekalb,Decatur,30032,Austin Drive Community Development,Education,Subject Tutoring,1989 Austin Dr.
Dekalb,Decatur,30032,Austin Drive Community Development,Education,T'ai Chi Ch'uan,1989 Austin Dr.
Dekalb,Decatur,30032,Austin Drive Community Development,Health,Workshops/Symposiums * Arthritis,1989 Austin Dr.
Dekalb,Decatur,30032,Austin Drive Community Development,Health,Yoga,1989 Austin Dr.
Dekalb,Decatur,30032,"Culture Connect, Inc.",Education,Adult/Child Mentoring Programs,4151 Memorial Dr.
Dekalb,Decatur,30032,"Culture Connect, Inc.",Miscellaneous,Cultural Awareness/Competencies Training,4151 Memorial Dr.
Dekalb,Decatur,30032,"Culture Connect, Inc.",Miscellaneous,Language Interpretation,4151 Memorial Dr.
Dekalb,Decatur,30032,"Culture Connect, Inc.",Income,Professional Continuing Education,4151 Memorial Dr.
Dekalb,Decatur,30032,DeKalb County CASA Program,Education,Children's Rights Groups,4309 Memorial Dr.
Dekalb,Decatur,30032,DeKalb County CASA Program,Miscellaneous,Guardians ad Litem,4309 Memorial Dr.
Dekalb,Decatur,30032,Goodwill Industries - Decatur Career Center,Education,Adult/Child Mentoring Programs,1295 Columbia Dr.
Dekalb,Decatur,30032,Goodwill Industries - Decatur Career Center,Education,Apprenticeship Training,1295 Columbia Dr.
Dekalb,Decatur,30032,Goodwill Industries - Decatur Career Center,Education,Career Awareness,1295 Columbia Dr.
Dekalb,Decatur,30032,Goodwill Industries - Decatur Career Center,Education,Career Exploration,1295 Columbia Dr.
Dekalb,Decatur,30032,Goodwill Industries - Decatur Career Center,Education,Classroom Training,1295 Columbia Dr.
Dekalb,Decatur,30032,Goodwill Industries - Decatur Career Center,Miscellaneous,Copy Machines,1295 Columbia Dr.
Dekalb,Decatur,30032,Goodwill Industries - Decatur Career Center,Income,Disability Related Center Based Employment,1295 Columbia Dr.
Dekalb,Decatur,30032,Goodwill Industries - Decatur Career Center,Income,English as a Second Language,1295 Columbia Dr.
Dekalb,Decatur,30032,Goodwill Industries - Decatur Career Center,Miscellaneous,Fax Machines,1295 Columbia Dr.
Dekalb,Decatur,30032,Goodwill Industries - Decatur Career Center,Education,Internship Programs,1295 Columbia Dr.
Dekalb,Decatur,30032,Goodwill Industries - Decatur Career Center,Income,Job Banks,1295 Columbia Dr.
Dekalb,Decatur,30032,Goodwill Industries - Decatur Career Center,Education,Job Clubs,1295 Columbia Dr.
Dekalb,Decatur,30032,Goodwill Industries - Decatur Career Center,Education,Job Interview Training,1295 Columbia Dr.
Dekalb,Decatur,30032,Goodwill Industries - Decatur Career Center,Education,Job Readiness,1295 Columbia Dr.
Dekalb,Decatur,30032,Goodwill Industries - Decatur Career Center,Education,Job Search Resource Centers,1295 Columbia Dr.
Dekalb,Decatur,30032,Goodwill Industries - Decatur Career Center,Education,Job Search Techniques,1295 Columbia Dr.
Dekalb,Decatur,30032,Goodwill Industries - Decatur Career Center,Income,Job Search/Placement,1295 Columbia Dr.
Dekalb,Decatur,30032,Goodwill Industries - Decatur Career Center,Income,Microenterprise Development/Support,1295 Columbia Dr.
Dekalb,Decatur,30032,Goodwill Industries - Decatur Career Center,Education,On the Job Training,1295 Columbia Dr.
Dekalb,Decatur,30032,Goodwill Industries - Decatur Career Center,Income,Part Time Employment,1295 Columbia Dr.
Dekalb,Decatur,30032,Goodwill Industries - Decatur Career Center,Education,Prevocational Training,1295 Columbia Dr.
Dekalb,Decatur,30032,Goodwill Industries - Decatur Career Center,Miscellaneous,Public Access Computers/Tools,1295 Columbia Dr.
Dekalb,Decatur,30032,Goodwill Industries - Decatur Career Center,Education,Resume Preparation Assistance,1295 Columbia Dr.
Dekalb,Decatur,30032,Goodwill Industries - Decatur Career Center,Income,Seasonal Employment,1295 Columbia Dr.
Dekalb,Decatur,30032,Goodwill Industries - Decatur Career Center,Education,Special Needs Job Development,1295 Columbia Dr.
Dekalb,Decatur,30032,Goodwill Industries - Decatur Career Center,Education,Summer Employment,1295 Columbia Dr.
Dekalb,Decatur,30032,Goodwill Industries - Decatur Career Center,Education,Work Experience,1295 Columbia Dr.
Dekalb,Decatur,30032,Goodwill Industries - Decatur Career Center,Education,Youth Job Development,1295 Columbia Dr.
Dekalb,Decatur,30032,"Goodwill Industries of North Georgia, Inc. - GoodBIZ!",Income,Microenterprise Development/Support,1295 Columbia Dr.
Dekalb,Decatur,30032,"Goodwill Industries of North Georgia, Inc. - GoodBIZ!",Income,Microenterprise Financing,1295 Columbia Dr.
Dekalb,Decatur,30032,"Goodwill Industries of North Georgia, Inc. - GoodBIZ!",Miscellaneous,Workshops/Symposiums * Business Issues,1295 Columbia Dr.
Dekalb,Decatur,30032,"New Way of Life Ministries, Inc.",Miscellaneous,Donation Pickups,3065 Midway Rd.
Dekalb,Decatur,30032,"New Way of Life Ministries, Inc.",Homelessness,Residential Alcoholism Treatment Facilities * Men,3065 Midway Rd.
Dekalb,Decatur,30032,"New Way of Life Ministries, Inc.",Homelessness,Residential Drug Abuse Treatment Facilities * Men,3065 Midway Rd.
Dekalb,Decatur,30032,"New Way of Life Ministries, Inc.",Homelessness,Transitional Housing/Shelter * Men,3065 Midway Rd.
Dekalb,Decatur,30032,"New Way of Life Ministries, Inc.",Homelessness,Transitional Housing/Shelter * Men * Ex-Offenders,3065 Midway Rd.
Dekalb,Decatur,30032,"Philosophical Institute of Religious Inquiry, Inc.",Income,English as a Second Language,3535 Woods Dr.
Dekalb,Decatur,30032,"Philosophical Institute of Religious Inquiry, Inc.",Health,Family Counseling,3535 Woods Dr.
Dekalb,Decatur,30032,"Philosophical Institute of Religious Inquiry, Inc.",Health,Individual Counseling,3535 Woods Dr.
Dekalb,Decatur,30032,"Sagal Radio Services, Inc.",Miscellaneous,Radio Shows,4151 Memorial Dr.
Dekalb,Decatur,30032,"Usher Residential & Community Services, Inc.",Health,Adult Residential Care Homes,2165 Glendale Dr.
Dekalb,Decatur,30032,"Usher Residential & Community Services, Inc.",Miscellaneous,Donation Pickups,2165 Glendale Dr.
Dekalb,Decatur,30033,Autism Foundation of Georgia,Miscellaneous,Community Funds,1551 Shoup Ct.
Dekalb,Decatur,30033,Autism Foundation of Georgia,Miscellaneous,Research Funds,1551 Shoup Ct.
Dekalb,Decatur,30033,Autism Foundation of Georgia,Health,Subject Specific Public Awareness/Education * Autism,1551 Shoup Ct.
Dekalb,Decatur,30033,Emory Autism Center,Health,Disease/Disability Information * Autism,1551 Shoup Ct.
Dekalb,Decatur,30033,Emory Autism Center,Health,Health/Disability Related Support Groups * Autism,1551 Shoup Ct.
Dekalb,Decatur,30033,Emory Autism Center,Education,Special Preschools,1551 Shoup Ct.
Dekalb,Decatur,30033,Emory Autism Center,Health,Workshops/Symposiums * Autism,1551 Shoup Ct.
Dekalb,Decatur,30033,Men Stopping Violence,Miscellaneous,Community Involvement Programs,2785 Lawrenceville Hwy.
Dekalb,Decatur,30033,Men Stopping Violence,Health,Domestic Violence Intervention Programs,2785 Lawrenceville Hwy.
Dekalb,Decatur,30033,Men Stopping Violence,Health,Spouse/Intimate Partner Abuse Counseling,2785 Lawrenceville Hwy.
Dekalb,Decatur,30033,Men Stopping Violence,Health,Spouse/Intimate Partner Abuse Prevention,2785 Lawrenceville Hwy.
Dekalb,Decatur,30033,Men Stopping Violence,Miscellaneous,Workshops/Symposiums * Domestic Violence Issues,2785 Lawrenceville Hwy.
Dekalb,Decatur,30034,Arms Wide Open Community Development Corp.,Health,AIDS/HIV Prevention Counseling,5036 Snapfinger Woods Dr.
Dekalb,Decatur,30034,Arms Wide Open Community Development Corp.,Miscellaneous,Bathroom Modification Services,5036 Snapfinger Woods Dr.
Dekalb,Decatur,30034,Arms Wide Open Community Development Corp.,Homelessness,Case/Care Management Referrals,5036 Snapfinger Woods Dr.
Dekalb,Decatur,30034,Arms Wide Open Community Development Corp.,Miscellaneous,Donation Pickups,5036 Snapfinger Woods Dr.
Dekalb,Decatur,30034,Arms Wide Open Community Development Corp.,Health,Durable Power of Attorney for Health Care,5036 Snapfinger Woods Dr.
Dekalb,Decatur,30034,Arms Wide Open Community Development Corp.,Miscellaneous,Hospital Beds,5036 Snapfinger Woods Dr.
Dekalb,Decatur,30034,Arms Wide Open Community Development Corp.,Health,In Person Crisis Intervention,5036 Snapfinger Woods Dr.
Dekalb,Decatur,30034,Arms Wide Open Community Development Corp.,Health,Long Term Case/Care Management,5036 Snapfinger Woods Dr.
Dekalb,Decatur,30034,Arms Wide Open Community Development Corp.,Health,Manual Wheelchairs,5036 Snapfinger Woods Dr.
Dekalb,Decatur,30034,Arms Wide Open Community Development Corp.,Income,Notary Public Services,5036 Snapfinger Woods Dr.
Dekalb,Decatur,30034,Arms Wide Open Community Development Corp.,Miscellaneous,Powered Wheelchairs,5036 Snapfinger Woods Dr.
Dekalb,Decatur,30034,Arms Wide Open Community Development Corp.,Miscellaneous,Ramp Construction Services,5036 Snapfinger Woods Dr.
Dekalb,Decatur,30034,Arms Wide Open Community Development Corp.,Income,Representative Payee Services,5036 Snapfinger Woods Dr.
Dekalb,Decatur,30034,Arms Wide Open Community Development Corp.,Miscellaneous,Shower/Bath Seats,5036 Snapfinger Woods Dr.
Dekalb,Decatur,30034,Arms Wide Open Community Development Corp.,Miscellaneous,Toileting Aids,5036 Snapfinger Woods Dr.
Dekalb,Decatur,30034,Arms Wide Open Community Development Corp.,Health,Veteran Reintegration Counseling,5036 Snapfinger Woods Dr.
Dekalb,Decatur,30034,Arms Wide Open Community Development Corp.,Health,Walking Aids,5036 Snapfinger Woods Dr.
Dekalb,Decatur,30034,At Your Service Enrichment Corp.,Miscellaneous,Donation Pickups,2823 Knollview Dr.
Dekalb,Decatur,30034,At Your Service Enrichment Corp.,Miscellaneous,Errand Running/Shopping Assistance,2823 Knollview Dr.
Dekalb,Decatur,30034,At Your Service Enrichment Corp.,Miscellaneous,Friendly Visiting,2823 Knollview Dr.
Dekalb,Decatur,30034,At Your Service Enrichment Corp.,Miscellaneous,General Yard Work,2823 Knollview Dr.
Dekalb,Decatur,30034,At Your Service Enrichment Corp.,Basic Needs,In Home Meal Preparation,2823 Knollview Dr.
Dekalb,Decatur,30034,Clifton Springs Health Center,Health,AIDS/HIV Clinics,3110 Clifton Springs Rd.
Dekalb,Decatur,30034,Clifton Springs Health Center,Health,Breast Examinations,3110 Clifton Springs Rd.
Dekalb,Decatur,30034,Clifton Springs Health Center,Health,Childhood Immunizations,3110 Clifton Springs Rd.
Dekalb,Decatur,30034,Clifton Springs Health Center,Health,Clinical Pregnancy Tests,3110 Clifton Springs Rd.
Dekalb,Decatur,30034,Clifton Springs Health Center,Health,Dental Screening,3110 Clifton Springs Rd.
Dekalb,Decatur,30034,Clifton Springs Health Center,Health,General Dentistry,3110 Clifton Springs Rd.
Dekalb,Decatur,30034,Clifton Springs Health Center,Health,General Physical Examinations,3110 Clifton Springs Rd.
Dekalb,Decatur,30034,Clifton Springs Health Center,Health,Gynecologic Oncology,3110 Clifton Springs Rd.
Dekalb,Decatur,30034,Clifton Springs Health Center,Health,HPV Immunizations,3110 Clifton Springs Rd.
Dekalb,Decatur,30034,Clifton Springs Health Center,Health,Hearing Screening,3110 Clifton Springs Rd.
Dekalb,Decatur,30034,Clifton Springs Health Center,Health,Hepatitis Testing,3110 Clifton Springs Rd.
Dekalb,Decatur,30034,Clifton Springs Health Center,Health,Mammograms,3110 Clifton Springs Rd.
Dekalb,Decatur,30034,Clifton Springs Health Center,Health,Medicaid Applications,3110 Clifton Springs Rd.
Dekalb,Decatur,30034,Clifton Springs Health Center,Health,Natural Family Planning,3110 Clifton Springs Rd.
Dekalb,Decatur,30034,Clifton Springs Health Center,Health,Pap Tests,3110 Clifton Springs Rd.
Dekalb,Decatur,30034,Clifton Springs Health Center,Health,Perinatal/Postpartum Depression Counseling,3110 Clifton Springs Rd.
Dekalb,Decatur,30034,Clifton Springs Health Center,Health,Postpartum Care,3110 Clifton Springs Rd.
Dekalb,Decatur,30034,Clifton Springs Health Center,Health,Prenatal Care,3110 Clifton Springs Rd.
Dekalb,Decatur,30034,Clifton Springs Health Center,Health,Prepared Childbirth,3110 Clifton Springs Rd.
Dekalb,Decatur,30034,Clifton Springs Health Center,Health,Public Clinics,3110 Clifton Springs Rd.
Dekalb,Decatur,30034,Clifton Springs Health Center,Health,Sexually Transmitted Disease Screening,3110 Clifton Springs Rd.
Dekalb,Decatur,30034,Clifton Springs Health Center,Health,Sexually Transmitted Disease Treatment,3110 Clifton Springs Rd.
Dekalb,Decatur,30034,Clifton Springs Health Center,Education,Teen Family Planning Programs,3110 Clifton Springs Rd.
Dekalb,Decatur,30034,Clifton Springs Health Center,Health,Travel Immunizations,3110 Clifton Springs Rd.
Dekalb,Decatur,30034,Clifton Springs Health Center,Miscellaneous,Tuberculosis Control,3110 Clifton Springs Rd.
Dekalb,Decatur,30034,Clifton Springs Health Center,Health,Tuberculosis Screening,3110 Clifton Springs Rd.
Dekalb,Decatur,30034,Clifton Springs Health Center,Health,Vision Screening,3110 Clifton Springs Rd.
Dekalb,Decatur,30034,Clifton Springs Health Center,Health,WIC Applications/Certification,3110 Clifton Springs Rd.
Dekalb,Decatur,30034,DeKalb Regional Youth Detention Center,Miscellaneous,Juvenile Detention Facilities,2946 Clifton Springs Rd.
Dekalb,Decatur,30034,"Emma Cares, Inc.",Homelessness,Congregate Living Facilities,2268 Clanton Ter.
Dekalb,Decatur,30034,"Emma Cares, Inc.",Miscellaneous,Donation Pickups,2268 Clanton Ter.
Dekalb,Decatur,30034,"Emma Cares, Inc.",Health,Home Health Aide Services,2268 Clanton Ter.
Dekalb,Decatur,30034,"Emma Cares, Inc.",Miscellaneous,Homemaker Assistance,2268 Clanton Ter.
Dekalb,Decatur,30034,"Emma Cares, Inc.",Basic Needs,In Home Meal Preparation,2268 Clanton Ter.
Dekalb,Decatur,30034,"Emma Cares, Inc.",Miscellaneous,Independent Living Communities/Complexes,2268 Clanton Ter.
Dekalb,Decatur,30034,"Emma Cares, Inc.",Miscellaneous,Indigent Transportation,2268 Clanton Ter.
Dekalb,Decatur,30034,Fountain of Life Community Center,Health,Parent Counseling,3013 Rainbow Dr.
Dekalb,Decatur,30034,Fountain of Life Community Center,Education,Parent/Family Involvement in Education,3013 Rainbow Dr.
Dekalb,Decatur,30034,Fountain of Life Community Center,Education,Youth Community Service Programs,3013 Rainbow Dr.
Dekalb,Decatur,30034,MedShare International,Miscellaneous,Donation Pickups,3240 Clifton Springs Rd.
Dekalb,Decatur,30034,MedShare International,Health,Occasional Medical Equipment/Supplies,3240 Clifton Springs Rd.
Dekalb,Decatur,30035,"Back 2 Basics Kids Foundation, Inc.",Miscellaneous,Donation Pickups,5240 Snapfinger Park Dr.
Dekalb,Decatur,30035,"Back 2 Basics Kids Foundation, Inc.",Education,Extended Child Care,5240 Snapfinger Park Dr.
Dekalb,Decatur,30035,Division of Child Support Services Stone Mountain Control Office,Basic Needs,Child Support Assistance/Enforcement,2910 Miller Rd.
Dekalb,Decatur,30035,Division of Child Support Services Stone Mountain Control Office,Basic Needs,Child Support Petition Filing Offices,2910 Miller Rd.
Dekalb,Decatur,30035,Division of Child Support Services Stone Mountain Control Office,Basic Needs,Child Support Wage Assignment Assistance,2910 Miller Rd.
Dekalb,Decatur,30035,Division of Child Support Services Stone Mountain Control Office,Miscellaneous,Paternity Suits,2910 Miller Rd.
Dekalb,Decatur,30035,Division of Child Support Services Stone Mountain Control Office,Health,Paternity/Maternity Establishment,2910 Miller Rd.
Dekalb,Decatur,30035,Division of Child Support Services Stone Mountain Control Office,Miscellaneous,Reverse Paternity Actions,2910 Miller Rd.
Dekalb,Decatur,30035,Hezekiah Vocational Institute,Health,Adolescent/Youth Counseling,5036 Snapfinger Woods Dr.
Dekalb,Decatur,30035,Hezekiah Vocational Institute,Education,Adult Literacy Programs,5036 Snapfinger Woods Dr.
Dekalb,Decatur,30035,Hezekiah Vocational Institute,Health,Child Sexual Abuse Counseling,5036 Snapfinger Woods Dr.
Dekalb,Decatur,30035,Hezekiah Vocational Institute,Education,Comprehensive Job Assistance Centers,5036 Snapfinger Woods Dr.
Dekalb,Decatur,30035,Hezekiah Vocational Institute,Education,Computer and Related Technology Classes,5036 Snapfinger Woods Dr.
Dekalb,Decatur,30035,Hezekiah Vocational Institute,Miscellaneous,Donation Pickups,5036 Snapfinger Woods Dr.
Dekalb,Decatur,30035,Hezekiah Vocational Institute,Income,Ex-Offender Counseling,5036 Snapfinger Woods Dr.
Dekalb,Decatur,30035,Hezekiah Vocational Institute,Health,Family Counseling,5036 Snapfinger Woods Dr.
Dekalb,Decatur,30035,Hezekiah Vocational Institute,Education,GED/High School Equivalency Test Instruction,5036 Snapfinger Woods Dr.
Dekalb,Decatur,30035,Hezekiah Vocational Institute,Health,Group Counseling,5036 Snapfinger Woods Dr.
Dekalb,Decatur,30035,Hezekiah Vocational Institute,Health,Individual Counseling,5036 Snapfinger Woods Dr.
Dekalb,Decatur,30035,Hezekiah Vocational Institute,Education,Job Interview Training,5036 Snapfinger Woods Dr.
Dekalb,Decatur,30035,Hezekiah Vocational Institute,Education,Job Readiness,5036 Snapfinger Woods Dr.
Dekalb,Decatur,30035,Hezekiah Vocational Institute,Health,Life Skills Education,5036 Snapfinger Woods Dr.
Dekalb,Decatur,30035,Hezekiah Vocational Institute,Education,Resume Preparation Assistance,5036 Snapfinger Woods Dr.
Dekalb,Decatur,30035,Hezekiah Vocational Institute,Education,Vocational/Trade High Schools,5036 Snapfinger Woods Dr.
Dekalb,Decatur,30035,Potter's House CDC,Basic Needs,Food Stamps/SNAP Applications,2030 Wesley Chapel Rd.
Dekalb,Decatur,30035,Potter's House CDC,Miscellaneous,Holiday Donations,2030 Wesley Chapel Rd.
Dekalb,Decatur,30035,Potter's House CDC,Homelessness,Sober Living Homes for Recovering Alcoholics * Men,2030 Wesley Chapel Rd.
Dekalb,Decatur,30035,Potter's House CDC,Homelessness,Sober Living Homes for Recovering Drug Abusers * Men,2030 Wesley Chapel Rd.
Dekalb,Decatur,30035,Stand Incorporated,Health,Anger Management,4319 Covington Hwy.
Dekalb,Decatur,30035,Stand Incorporated,Health,Comprehensive Outpatient Alcoholism Treatment,4319 Covington Hwy.
Dekalb,Decatur,30035,Stand Incorporated,Health,Comprehensive Outpatient Drug Abuse Treatment,4319 Covington Hwy.
Dekalb,Decatur,30035,Stand Incorporated,Health,Court Ordered DUI Evaluations,4319 Covington Hwy.
Dekalb,Decatur,30035,Stand Incorporated,Health,Domestic Violence Intervention Programs,4319 Covington Hwy.
Dekalb,Decatur,30035,Stand Incorporated,Miscellaneous,Donation Pickups,4319 Covington Hwy.
Dekalb,Decatur,30035,Stand Incorporated,Miscellaneous,First Offender DUI Programs,4319 Covington Hwy.
Dekalb,Decatur,30035,Stand Incorporated,Miscellaneous,Multiple Offender DUI Programs,4319 Covington Hwy.
Dekalb,Decatur,30035,Stand Incorporated,Health,Oral Fluid HIV Tests,4319 Covington Hwy.
Dekalb,Decatur,30035,Stand Incorporated,Health,Rapid HIV Tests,4319 Covington Hwy.
Dekalb,Doraville,30340,"Asian Christian Counseling & Educational Seminars Services, Inc./ACCESS",Health,Adolescent/Youth Counseling,2000 Clearview Ave.
Dekalb,Doraville,30340,"Asian Christian Counseling & Educational Seminars Services, Inc./ACCESS",Health,Adult Child Sexual Abuse Counseling,2000 Clearview Ave.
